Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Payment,cogs,gross margin percentage,gross income,Rating,Day,Month,Year
C,Naypyitaw,1,0,Sports and travel,0.9553079249590986,0.8521652398388743,1.4533602645860826,1.4533602645860826,0,647.76,4.761904762,32.388,1.3548767730440159,28,1,2019
A,Yangon,0,1,Food and beverages,1.3827781313652903,-0.1745398684007332,0.6573657165973792,0.6573657165973789,1,461.45,4.761904762,23.0725,1.1802267356989355,20,2,2019
B,Mandalay,0,1,Electronic accessories,0.6229989305797272,-1.54348001272021,-1.0058018945938751,-1.005801894593875,0,72.17,4.761904762,3.6085,-0.5080569586368376,4,1,2019
B,Mandalay,1,1,Home and lifestyle,-0.20361969293895915,-0.1745398684007332,-0.2400560793611159,-0.24005607936111586,2,251.4,4.761904762,12.57,1.5877434895041216,7,3,2019
B,Mandalay,0,1,Health and beauty,1.5689466929891878,1.1944002759187435,2.4241395098976244,2.424139509897624,2,874.98,4.761904762,43.749,-0.566273637751864,30,3,2019
B,Mandalay,1,1,Sports and travel,1.4243167556627114,0.16769516767913598,1.079865318608022,1.0798653186080218,2,560.34,4.761904762,28.017,1.7623935268492021,27,3,2019
C,Naypyitaw,1,0,Food and beverages,-0.471732631585952,0.8521652398388743,0.16172228622772883,0.16172228622772883,1,345.44,4.761904762,17.272,0.7727099818937494,19,1,2019
A,Yangon,1,1,Sports and travel,0.3027738996323328,-1.54348001272021,-1.0420320151829159,-1.0420320151829159,0,63.69,4.761904762,3.1845,-0.566273637751864,25,2,2019
A,Yangon,1,1,Food and beverages,-0.3731728048438885,0.5099302037590051,0.05529630699742125,0.0552963069974214,1,320.53,4.761904762,16.0265,0.015893153398402464,13,3,2019
C,Naypyitaw,1,1,Sports and travel,0.7827338221961753,-1.2012449766403408,-0.6613166796063319,-0.6613166796063319,2,152.8,4.761904762,7.64,-0.2751902421767308,30,1,2019
B,Mandalay,1,1,Food and beverages,-0.5955932567637178,1.5366353119986127,0.390553095042473,0.3905530950424729,1,399.0,4.761904762,19.95,-0.6244903168668905,20,2,2019
B,Mandalay,0,1,Health and beauty,-0.4947676868781585,0.8521652398388743,0.1408728772095072,0.14087287720950734,2,340.56,4.761904762,17.028,-0.7991403542119708,25,2,2019
C,Naypyitaw,1,1,Home and lifestyle,1.507016380400305,1.5366353119986127,2.769436484662516,2.7694364846625157,0,955.8,4.761904762,47.79,-1.264873787132184,16,1,2019
A,Yangon,1,1,Fashion accessories,1.6354084918650622,1.5366353119986127,2.9146987606091423,2.914698760609142,1,989.8,4.761904762,49.49,1.0055766983538552,8,2,2019
A,Yangon,1,1,Food and beverages,-0.16585730721403058,0.16769516767913598,0.0003957115293582701,0.00039571152935824835,0,307.68,4.761904762,15.384,-0.2751902421767308,19,1,2019
A,Yangon,0,1,Sports and travel,0.5229286084086663,0.5099302037590051,0.764987973394306,0.7649879733943057,1,486.64,4.761904762,24.332,0.8891433401238023,1,2,2019
A,Yangon,1,1,Health and beauty,0.5414321774138817,-0.1745398684007332,0.18141814187813926,0.1814181418781391,2,350.05,4.761904762,17.5025,-0.8573570333269973,3,1,2019
B,Mandalay,0,1,Food and beverages,0.9205665300921642,-0.1745398684007332,0.39589361989345184,0.3958936198934518,1,400.25,4.761904762,20.0125,1.4130934521590424,26,1,2019
C,Naypyitaw,1,1,Electronic accessories,-1.314966704823607,0.8521652398388743,-0.6015028012753681,-0.6015028012753681,0,166.8,4.761904762,8.34,-0.39162360040678423,3,3,2019
B,Mandalay,0,1,Electronic accessories,-0.1050598661968956,0.16769516767913598,0.04166728757772328,0.0416672875777231,1,317.34,4.761904762,15.867,1.6459601686191492,19,1,2019
B,Mandalay,1,1,Food and beverages,-1.3549948336920312,0.8521652398388743,-0.637732921864409,-0.6377329218644091,2,158.32,4.761904762,7.916,1.0055766983538552,18,1,2019
A,Yangon,0,1,Home and lifestyle,-0.8244333142567848,1.1944002759187435,-0.012934238498685123,-0.012934238498685137,2,304.56,4.761904762,15.228,1.0637933774688826,21,3,2019
A,Yangon,0,1,Food and beverages,-1.2651203556667012,0.8521652398388743,-0.5563860473342983,-0.5563860473342983,1,177.36,4.761904762,8.868,1.5295268103890953,3,3,2019
C,Naypyitaw,1,0,Fashion accessories,-1.2522811445202255,0.5099302037590051,-0.6409372367749964,-0.6409372367749964,1,157.57,4.761904762,7.8785,-1.264873787132184,13,2,2019
A,Yangon,1,1,Food and beverages,0.6875726101693549,0.16769516767913598,0.5797358473635498,0.5797358473635497,2,443.28,4.761904762,22.164,-1.4977405035922904,23,3,2019
C,Naypyitaw,0,1,Health and beauty,1.1754626337354321,-0.8590099405604715,-0.20160430043406785,-0.20160430043406782,2,260.4,4.761904762,13.02,1.7041768477341757,28,1,2019
C,Naypyitaw,1,1,Fashion accessories,0.3242984594955424,0.5099302037590051,0.6076774733838713,0.6076774733838711,0,449.82,4.761904762,22.491,-0.7409236750969439,9,2,2019
C,Naypyitaw,0,1,Food and beverages,-0.6495934683503657,0.8521652398388743,0.0007375051198208822,0.0007375051198209112,0,307.76,4.761904762,15.388,0.4234099072035891,23,1,2019
A,Yangon,0,1,Sports and travel,-1.5169954684519749,1.5366353119986127,-0.651917355868609,-0.651917355868609,2,155.0,4.761904762,7.75,0.598059944548669,23,3,2019
C,Naypyitaw,1,1,Health and beauty,-0.8066849929660683,0.8521652398388743,-0.14144862851264142,-0.14144862851264148,2,274.48,4.761904762,13.724,-0.7409236750969439,25,1,2019
A,Yangon,1,0,Sports and travel,-1.6363246073427493,0.5099302037590051,-0.9450908080879468,-0.9450908080879468,1,86.38,4.761904762,4.319,-0.1587568839466774,4,3,2019
B,Mandalay,0,1,Food and beverages,-1.4195685132816591,-0.8590099405604715,-1.0824063830563164,-1.0824063830563164,2,54.24,4.761904762,2.712,0.598059944548669,5,3,2019
B,Mandalay,0,0,Home and lifestyle,1.4658553799601326,0.8521652398388743,1.9154651988915854,1.915465198891585,2,755.92,4.761904762,37.796,0.3069765489735357,3,3,2019
B,Mandalay,0,1,Home and lifestyle,-0.34749438255093706,-0.5167749044806024,-0.519985029950026,-0.5199850299500262,0,185.88,4.761904762,9.294,0.015893153398402464,8,2,2019
A,Yangon,1,1,Home and lifestyle,0.6947474634570913,-1.54348001272021,-0.9976842968203871,-0.9976842968203871,2,74.07,4.761904762,3.7035,1.7041768477341757,10,2,2019
C,Naypyitaw,1,0,Home and lifestyle,0.5338797002688959,-0.5167749044806024,-0.12111190988011379,-0.12111190988011385,1,279.24,4.761904762,13.962,-0.6244903168668905,28,1,2019
B,Mandalay,1,0,Home and lifestyle,0.8069017490601296,-0.8590099405604715,-0.3267007545433977,-0.32670075454339775,1,231.12,4.761904762,11.556,0.13232651162845588,11,2,2019
B,Mandalay,1,0,Fashion accessories,0.6739781513083806,-1.2012449766403408,-0.6859258181196426,-0.6859258181196427,2,147.04,4.761904762,7.352,-1.3813071453622374,15,1,2019
C,Naypyitaw,1,0,Food and beverages,1.2132250194603607,1.1944002759187435,2.0619237524048306,2.0619237524048306,0,790.2,4.761904762,39.51,1.2966600939289885,16,3,2019
B,Mandalay,1,1,Home and lifestyle,-1.1374834919164427,-0.5167749044806024,-0.8775011255739578,-0.8775011255739579,2,102.2,4.761904762,5.11,-0.7409236750969439,26,1,2019
A,Yangon,1,1,Electronic accessories,-0.8671048101259541,-0.1745398684007332,-0.6153881658879132,-0.6153881658879133,1,163.55,4.761904762,8.1775,1.7041768477341757,19,3,2019
C,Naypyitaw,0,0,Fashion accessories,0.703055188316576,-1.54348001272021,-0.9967443644466149,-0.9967443644466147,0,74.29,4.761904762,3.7145,-1.1484404289021306,13,1,2019
C,Naypyitaw,0,1,Health and beauty,-0.45209619100898907,-1.2012449766403408,-0.9407329398095481,-0.9407329398095482,0,87.4,4.761904762,4.37,-1.206657108017157,26,3,2019
A,Yangon,1,0,Home and lifestyle,-1.1473017122049243,-1.54348001272021,-1.206092938604988,-1.2060929386049877,2,25.29,4.761904762,1.2645,-0.5080569586368376,23,3,2019
C,Naypyitaw,1,1,Health and beauty,-0.535173439603832,-0.5167749044806024,-0.6049207371799945,-0.6049207371799946,1,166.0,4.761904762,8.3,0.7144933027787219,12,3,2019
C,Naypyitaw,0,0,Food and beverages,0.593544269714283,-0.1745398684007332,0.2108978390555427,0.21089783905554266,1,356.95,4.761904762,17.8475,-0.8573570333269973,17,2,2019
C,Naypyitaw,0,0,Sports and travel,-1.3791627605559855,0.16769516767913598,-0.8232413930880123,-0.8232413930880123,1,114.9,4.761904762,5.745,-0.10054020483165095,29,1,2019
B,Mandalay,0,0,Electronic accessories,0.06864710813777587,-0.5167749044806024,-0.3316567616051061,-0.33165676160510615,0,229.96,4.761904762,11.498,-0.21697356306170434,15,3,2019
C,Naypyitaw,1,1,Electronic accessories,0.21667566017949566,0.5099302037590051,0.5224426967622481,0.5224426967622479,0,429.87,4.761904762,21.4935,1.6459601686191492,14,1,2019
B,Mandalay,0,1,Health and beauty,-1.1242666569127178,1.5366353119986127,-0.20758568826716425,-0.20758568826716428,2,259.0,4.761904762,12.95,1.0055766983538552,6,2,2019
B,Mandalay,0,1,Home and lifestyle,-1.4312748528563868,-0.1745398684007332,-0.9345379309824124,-0.9345379309824124,1,88.85,4.761904762,4.4425,-0.9155737124420238,15,2,2019
A,Yangon,1,0,Health and beauty,-1.2326447039432626,1.1944002759187435,-0.4285979687000751,-0.42859796870007516,2,207.27,4.761904762,10.3635,0.5398432654336426,3,1,2019
C,Naypyitaw,0,0,Electronic accessories,0.4145505613781217,1.1944002759187435,1.2486686280977632,1.248668628097763,1,599.85,4.761904762,29.9925,1.5877434895041216,4,1,2019
C,Naypyitaw,0,0,Home and lifestyle,-1.0249515824561555,1.5366353119986127,-0.095221045402568,-0.09522104540256814,2,285.3,4.761904762,14.265,0.4816265863186156,18,3,2019
B,Mandalay,1,0,Fashion accessories,-0.955468792722287,-0.8590099405604715,-0.9248822620518427,-0.9248822620518427,2,91.11,4.761904762,4.5555,-1.0902237497871041,28,3,2019
B,Mandalay,1,0,Electronic accessories,1.6637302811587587,1.1944002759187435,2.520653475004515,2.5206534750045146,1,897.57,4.761904762,44.8785,-0.2751902421767308,2,3,2019
A,Yangon,1,1,Electronic accessories,-1.1118050696234913,1.1944002759187435,-0.3055522761335212,-0.3055522761335212,2,236.07,4.761904762,11.8035,-0.6244903168668905,25,1,2019
C,Naypyitaw,1,0,Food and beverages,1.419407645518471,1.1944002759187435,2.2718704653465136,2.2718704653465136,0,839.34,4.761904762,41.967,1.0637933774688826,16,1,2019
B,Mandalay,1,1,Home and lifestyle,1.385421498366035,-0.1745398684007332,0.6588610635556531,0.658861063555653,2,461.8,4.761904762,23.09,-1.206657108017157,20,3,2019
B,Mandalay,1,1,Sports and travel,-0.3493825018371834,-0.8590099405604715,-0.7191652447921354,-0.7191652447921353,1,139.26,4.761904762,6.963,-1.4977405035922904,4,1,2019
B,Mandalay,0,0,Sports and travel,-0.9841682058732327,0.5099302037590051,-0.4285979687000751,-0.42859796870007516,0,207.27,4.761904762,10.3635,-0.2751902421767308,11,3,2019
A,Yangon,1,1,Home and lifestyle,-1.4120160361366734,-1.54348001272021,-1.2360426019692776,-1.2360426019692774,1,18.28,4.761904762,0.914,0.7727099818937494,22,3,2019
B,Mandalay,1,0,Sports and travel,-1.166938152781887,-0.1745398684007332,-0.7850032351550031,-0.7850032351550033,0,123.85,4.761904762,6.1925,0.8891433401238023,24,3,2019
A,Yangon,0,0,Electronic accessories,1.4715197378188722,-0.8590099405604715,-0.10111698483804878,-0.10111698483804889,0,283.92,4.761904762,14.196,-0.8573570333269973,21,2,2019
B,Mandalay,1,1,Fashion accessories,1.4802050865356058,0.8521652398388743,1.928453355329166,1.9284533553291658,2,758.96,4.761904762,37.948,1.0055766983538552,12,2,2019
B,Mandalay,1,0,Food and beverages,0.06298275027903663,-0.8590099405604715,-0.5792007694976802,-0.5792007694976802,1,172.02,4.761904762,8.601,0.5398432654336426,10,3,2019
B,Mandalay,1,1,Electronic accessories,-0.389788254562857,0.16769516767913598,-0.15161698782890523,-0.1516169878289054,2,272.1,4.761904762,13.605,-0.5080569586368376,31,1,2019
B,Mandalay,1,1,Food and beverages,0.24197645861519787,0.5099302037590051,0.542480346003121,0.5424803460031208,2,434.56,4.761904762,21.728,-0.9155737124420238,6,3,2019
C,Naypyitaw,1,1,Electronic accessories,-1.6563386717769613,-0.1745398684007332,-1.0618560434297495,-1.0618560434297497,0,59.05,4.761904762,2.9525,1.4130934521590424,17,2,2019
C,Naypyitaw,0,0,Fashion accessories,-1.6287721301977633,-1.54348001272021,-1.2605662920849725,-1.2605662920849727,0,12.54,4.761904762,0.627,0.7144933027787219,21,2,2019
A,Yangon,1,1,Food and beverages,-0.46908926458520706,-1.2012449766403408,-0.9445781177022528,-0.944578117702253,0,86.5,4.761904762,4.325,-0.44984027952181066,20,3,2019
C,Naypyitaw,0,0,Sports and travel,1.1890570925964064,-1.2012449766403408,-0.5693742037718791,-0.5693742037718791,1,174.32,4.761904762,8.716,1.5877434895041216,11,1,2019
B,Mandalay,0,1,Health and beauty,0.5172642505499274,1.1944002759187435,1.353257466779334,1.353257466779334,2,624.33,4.761904762,31.2165,-1.7306072200523972,26,1,2019
C,Naypyitaw,0,1,Electronic accessories,-0.7028384322225147,-0.5167749044806024,-0.6807989142627029,-0.680798914262703,2,148.24,4.761904762,7.412,1.5877434895041216,31,1,2019
B,Mandalay,0,0,Electronic accessories,1.3227359380626538,0.16769516767913598,1.0109084617321826,1.0109084617321822,0,544.2,4.761904762,27.21,-0.9737903915570507,26,2,2019
A,Yangon,1,0,Home and lifestyle,0.29257805548660226,0.8521652398388743,0.8535125133241321,0.8535125133241319,2,507.36,4.761904762,25.368,0.24875986985850929,11,3,2019
B,Mandalay,1,0,Fashion accessories,0.9704128792490702,-1.2012449766403408,-0.6188488259913475,-0.6188488259913476,0,162.74,4.761904762,8.137,-0.2751902421767308,26,1,2019
B,Mandalay,0,0,Electronic accessories,-1.7024087823613743,-0.8590099405604715,-1.178407657777513,-1.1784076577775133,1,31.77,4.761904762,1.5885,1.0055766983538552,12,3,2019
B,Mandalay,1,0,Health and beauty,1.073126568420876,1.1944002759187435,1.9192676525854822,1.919267652585482,0,756.81,4.761904762,37.8405,0.598059944548669,11,2,2019
B,Mandalay,0,1,Fashion accessories,0.6853068670258591,-0.5167749044806024,-0.052582294992352535,-0.05258229499235263,0,295.28,4.761904762,14.764,-0.1587568839466774,21,2,2019
A,Yangon,0,1,Health and beauty,-0.14093413263557786,1.5366353119986127,0.9049524486887609,0.9049524486887609,2,519.4,4.761904762,25.97,-0.2751902421767308,9,3,2019
A,Yangon,1,0,Sports and travel,1.4148761592314794,-1.2012449766403408,-0.5182760619977129,-0.5182760619977129,2,186.28,4.761904762,9.314,-1.6723905409373707,20,1,2019
C,Naypyitaw,1,1,Health and beauty,-1.4448693117173612,-0.1745398684007332,-0.9422282867678221,-0.9422282867678221,1,87.05,4.761904762,4.3525,-1.206657108017157,28,1,2019
C,Naypyitaw,0,0,Fashion accessories,-0.4324597504320264,-0.1745398684007332,-0.3695104017488446,-0.3695104017488446,1,221.1,4.761904762,11.055,0.9473600192388287,5,3,2019
B,Mandalay,0,0,Electronic accessories,-1.603093707904812,-0.1745398684007332,-1.0317354832702286,-1.0317354832702286,0,66.1,4.761904762,3.305,-1.5559571827073173,2,3,2019
A,Yangon,1,1,Fashion accessories,1.2845959284804755,-1.54348001272021,-0.9309490982825548,-0.9309490982825548,2,89.69,4.761904762,4.4845,-1.206657108017157,11,1,2019
A,Yangon,1,1,Food and beverages,-1.160518547208649,1.1944002759187435,-0.3551550709494132,-0.35515507094941334,1,224.46,4.761904762,11.223,-0.7991403542119708,11,1,2019
A,Yangon,1,1,Health and beauty,0.15474534759061304,-1.2012449766403408,-0.8034173648411784,-0.8034173648411785,1,119.54,4.761904762,5.977,-0.6827069959819174,11,3,2019
C,Naypyitaw,0,1,Fashion accessories,1.4171419023749752,-1.2012449766403408,-0.5177633716120189,-0.5177633716120189,1,186.4,4.761904762,9.32,-0.566273637751864,28,2,2019
A,Yangon,0,1,Home and lifestyle,0.2635010184784072,-0.5167749044806024,-0.24347401526574247,-0.2434740152657425,0,250.6,4.761904762,12.53,-1.6141738618223438,5,1,2019
B,Mandalay,1,1,Home and lifestyle,1.4424427008106773,0.8521652398388743,1.8942739962829012,1.894273996282901,1,750.96,4.761904762,37.548,0.7727099818937494,2,2,2019
A,Yangon,0,1,Home and lifestyle,-0.3052005105390169,0.8521652398388743,0.31245325962175763,0.3124532596217573,0,380.72,4.761904762,19.036,-0.7409236750969439,1,1,2019
B,Mandalay,0,0,Electronic accessories,0.9715457508208181,-0.8590099405604715,-0.2708175025027543,-0.2708175025027544,0,244.2,4.761904762,12.21,-1.264873787132184,9,2,2019
A,Yangon,0,1,Fashion accessories,-1.4248552472831488,-0.1745398684007332,-0.9309063740837468,-0.9309063740837469,2,89.7,4.761904762,4.485,-0.10054020483165095,23,1,2019
A,Yangon,0,1,Electronic accessories,0.8325801713530807,-0.5167749044806024,0.014067455147864276,0.014067455147864064,1,310.88,4.761904762,15.544,1.0637933774688826,7,1,2019
B,Mandalay,1,1,Food and beverages,0.6566074538749137,0.5099302037590051,0.8708585380401118,0.8708585380401115,1,511.42,4.761904762,25.571,-1.6141738618223438,14,1,2019
B,Mandalay,0,1,Food and beverages,-0.3444733916929429,1.1944002759187435,0.4757878716640965,0.47578787166409614,2,418.95,4.761904762,20.9475,-0.33340692129175725,2,2,2019
C,Naypyitaw,0,1,Fashion accessories,-0.7734540935281314,1.5366353119986127,0.18932211865758783,0.18932211865758786,1,351.9,4.761904762,17.595,0.8309266610087758,17,3,2019
C,Naypyitaw,1,0,Sports and travel,-1.5589117166066455,-1.2012449766403408,-1.1911821932210547,-1.1911821932210547,1,28.78,4.761904762,1.439,0.13232651162845588,2,3,2019
A,Yangon,1,1,Home and lifestyle,-1.2054557862213142,-0.5167749044806024,-0.9082625487155963,-0.9082625487155963,0,95.0,4.761904762,4.75,-1.0320070706720772,16,3,2019
A,Yangon,0,1,Home and lifestyle,0.12189207200992502,0.8521652398388743,0.6990218104350144,0.6990218104350143,0,471.2,4.761904762,23.56,1.122010056583909,6,1,2019
B,Mandalay,0,1,Fashion accessories,-0.8705034248411978,-0.5167749044806024,-0.7566770913454112,-0.7566770913454112,0,130.48,4.761904762,6.524,1.1802267356989355,29,1,2019
A,Yangon,0,1,Electronic accessories,0.4032218456606427,-1.54348001272021,-1.0306673783000326,-1.0306673783000326,1,66.35,4.761904762,3.3175,1.5877434895041216,31,1,2019
A,Yangon,0,1,Home and lifestyle,-1.1238890330554685,0.16769516767913598,-0.6499520427234488,-0.6499520427234488,2,155.46,4.761904762,7.773,1.0055766983538552,5,2,2019
A,Yangon,0,1,Electronic accessories,-0.8844755075594213,-0.5167749044806024,-0.7630002727689701,-0.7630002727689702,2,129.0,4.761904762,6.45,-0.2751902421767308,13,2,2019
C,Naypyitaw,0,1,Electronic accessories,0.38773926751342214,-0.5167749044806024,-0.18724896963463647,-0.18724896963463666,1,263.76,4.761904762,13.188,-0.04232352571662398,7,2,2019
A,Yangon,1,0,Electronic accessories,0.7321322253247708,1.1944002759187435,1.572048088874238,1.5720480888742376,2,675.54,4.761904762,33.777,-0.44984027952181066,19,3,2019
C,Naypyitaw,1,0,Fashion accessories,-1.481121202013293,-0.5167749044806024,-1.0330172092344634,-1.0330172092344636,2,65.8,4.761904762,3.29,-0.7991403542119708,7,3,2019
B,Mandalay,0,0,Fashion accessories,-0.6560130739236035,-0.5167749044806024,-0.6596077116540185,-0.6596077116540185,0,153.2,4.761904762,7.66,-0.7409236750969439,13,3,2019
A,Yangon,0,0,Sports and travel,-1.2624769886659561,1.5366353119986127,-0.3639562559038265,-0.36395625590382646,0,222.4,4.761904762,11.12,-1.6141738618223438,9,2,2019
B,Mandalay,1,1,Sports and travel,-0.04615054446600695,-1.54348001272021,-1.081509174881352,-1.081509174881352,2,54.45,4.761904762,2.7225,0.5398432654336426,26,2,2019
A,Yangon,0,0,Sports and travel,1.6135063081446037,0.5099302037590051,1.628700376493422,1.6287003764934218,1,688.8,4.761904762,34.44,1.0055766983538552,12,3,2019
C,Naypyitaw,1,1,Home and lifestyle,-0.7628806255251513,-0.5167749044806024,-0.7079715047044836,-0.7079715047044836,1,141.88,4.761904762,7.094,-0.04232352571662398,14,3,2019
B,Mandalay,0,0,Food and beverages,0.7147615278913034,1.5366353119986127,1.8730827936742165,1.8730827936742163,0,746.0,4.761904762,37.3,1.4713101312740688,8,1,2019
A,Yangon,0,1,Home and lifestyle,0.5689987189930792,-0.5167749044806024,-0.10521850792360059,-0.10521850792360062,1,282.96,4.761904762,14.148,-1.4977405035922904,5,1,2019
A,Yangon,0,0,Home and lifestyle,-0.7602372585244064,1.5366353119986127,0.20427558824032882,0.20427558824032885,2,355.4,4.761904762,17.77,0.015893153398402464,4,1,2019
B,Mandalay,1,0,Sports and travel,0.44400522224356603,-0.1745398684007332,0.12630392541603702,0.12630392541603674,2,337.15,4.761904762,16.8575,-0.39162360040678423,6,3,2019
C,Naypyitaw,0,0,Health and beauty,-1.3047708606778763,-1.2012449766403408,-1.1336754216257139,-1.133675421625714,0,42.24,4.761904762,2.112,1.5877434895041216,3,1,2019
A,Yangon,0,0,Home and lifestyle,-1.2889106586734063,1.1944002759187435,-0.48589111930137685,-0.48589111930137685,1,193.86,4.761904762,9.693,1.0637933774688826,7,1,2019
A,Yangon,1,0,Home and lifestyle,-1.648030946917477,-1.2012449766403408,-1.211348015058351,-1.211348015058351,0,24.06,4.761904762,1.203,-1.0902237497871041,27,1,2019
B,Mandalay,1,0,Health and beauty,1.6629750334442597,0.16769516767913598,1.241875480487318,1.241875480487318,2,598.26,4.761904762,29.913,0.5398432654336426,26,2,2019
B,Mandalay,1,1,Fashion accessories,-0.29085080396354424,0.5099302037590051,0.12049343437817185,0.12049343437817173,0,335.79,4.761904762,16.7895,-0.44984027952181066,7,1,2019
C,Naypyitaw,0,0,Home and lifestyle,-1.2783371906704262,1.5366353119986127,-0.3819004194031156,-0.3819004194031156,0,218.2,4.761904762,10.91,0.07410983251342891,7,1,2019
C,Naypyitaw,1,0,Fashion accessories,1.5009743986843165,-0.5167749044806024,0.3165547827073093,0.31655478270730925,2,381.68,4.761904762,19.084,-0.33340692129175725,2,2,2019
C,Naypyitaw,0,1,Fashion accessories,0.5784393154243113,1.5366353119986127,1.718848435977946,1.7188484359779457,0,709.9,4.761904762,35.495,-0.7409236750969439,20,3,2019
A,Yangon,0,1,Sports and travel,-0.4400122275770119,1.5366353119986127,0.5665767941307378,0.5665767941307375,1,440.2,4.761904762,22.01,1.5295268103890953,20,3,2019
A,Yangon,1,0,Home and lifestyle,0.5395440581276348,0.8521652398388743,1.0770455214867054,1.077045521486705,1,559.68,4.761904762,27.984,-0.33340692129175725,15,2,2019
C,Naypyitaw,1,1,Home and lifestyle,-0.7051041753660106,-1.54348001272021,-1.1560629018010176,-1.1560629018010173,1,37.0,4.761904762,1.85,0.5398432654336426,6,3,2019
A,Yangon,1,0,Sports and travel,-1.5230374501679635,-1.54348001272021,-1.2486035164187799,-1.2486035164187799,0,15.34,4.761904762,0.767,-0.2751902421767308,6,1,2019
A,Yangon,0,1,Health and beauty,1.6675065197312513,0.16769516767913598,1.244951622801482,1.2449516228014816,2,598.98,4.761904762,29.949,0.8891433401238023,4,3,2019
A,Yangon,0,0,Health and beauty,-0.3021795196810227,-0.5167749044806024,-0.49947741452226707,-0.4994774145222672,0,190.68,4.761904762,9.534,1.238443414813962,12,3,2019
B,Mandalay,1,1,Health and beauty,0.4156834329498696,-0.1745398684007332,0.1102823508631003,0.11028235086310005,0,333.4,4.761904762,16.67,0.3651932280885622,20,2,2019
C,Naypyitaw,0,1,Home and lifestyle,0.724579748179785,-1.54348001272021,-0.9943090851145684,-0.9943090851145684,0,74.86,4.761904762,3.743,-0.04232352571662398,24,3,2019
C,Naypyitaw,1,0,Sports and travel,-1.2054557862213142,1.1944002759187435,-0.4009126878726005,-0.40091268787260054,0,213.75,4.761904762,10.6875,1.4713101312740688,31,1,2019
B,Mandalay,1,0,Food and beverages,-0.2704591156720828,0.5099302037590051,0.13664318152753205,0.1366431815275319,1,339.57,4.761904762,16.9785,-1.0320070706720772,25,1,2019
A,Yangon,0,0,Home and lifestyle,1.4805827103928548,0.5099302037590051,1.5234279506309258,1.5234279506309258,0,664.16,4.761904762,33.208,-1.6141738618223438,3,2,2019
B,Mandalay,0,1,Electronic accessories,-0.5804883024737464,1.5366353119986127,0.4076427745656054,0.4076427745656053,1,403.0,4.761904762,20.15,0.015893153398402464,24,1,2019
C,Naypyitaw,1,1,Electronic accessories,-1.0506300047491068,0.5099302037590051,-0.48123418163132314,-0.4812341816313233,2,194.95,4.761904762,9.7475,-0.566273637751864,14,3,2019
A,Yangon,0,0,Electronic accessories,0.2570814129051692,-1.54348001272021,-1.0472016432386635,-1.0472016432386635,0,62.48,4.761904762,3.124,-1.3230904662472105,18,2,2019
A,Yangon,0,0,Food and beverages,-0.7292721022299649,-1.2012449766403408,-1.0034520636594442,-1.0034520636594444,0,72.72,4.761904762,3.636,0.07410983251342891,21,1,2019
B,Mandalay,1,1,Health and beauty,-1.4184356417099113,1.5366353119986127,-0.5404071969801695,-0.5404071969801695,2,181.1,4.761904762,9.055,-0.6244903168668905,13,3,2019
C,Naypyitaw,0,0,Electronic accessories,-0.14168938035007628,-0.1745398684007332,-0.20502223633869426,-0.20502223633869443,0,259.6,4.761904762,12.98,0.3069765489735357,3,3,2019
C,Naypyitaw,1,1,Electronic accessories,-1.0132452428814278,-0.5167749044806024,-0.821276079942852,-0.821276079942852,0,115.36,4.761904762,5.768,-0.33340692129175725,29,3,2019
A,Yangon,0,1,Home and lifestyle,0.8575033459315334,0.16769516767913598,0.695091184144694,0.6950911841446938,2,470.28,4.761904762,23.514,-0.6827069959819174,10,1,2019
A,Yangon,0,1,Home and lifestyle,0.1638083201645957,-0.5167749044806024,-0.28859076920681215,-0.28859076920681226,0,240.04,4.761904762,12.002,-1.439523824477264,25,1,2019
C,Naypyitaw,0,0,Home and lifestyle,1.243812551897553,-1.54348001272021,-0.9355633117538005,-0.9355633117538005,0,88.61,4.761904762,4.4305,0.4234099072035891,19,1,2019
C,Naypyitaw,1,1,Fashion accessories,1.6671288958740018,-1.2012449766403408,-0.4611965323904504,-0.46119653239045033,1,199.64,4.761904762,9.982,-0.1587568839466774,2,1,2019
B,Mandalay,0,1,Health and beauty,-0.6292017800589043,-1.54348001272021,-1.1474753378406435,-1.1474753378406433,1,39.01,4.761904762,1.9505,-1.3230904662472105,12,3,2019
C,Naypyitaw,1,1,Food and beverages,-0.26668287709958993,-1.54348001272021,-1.1064601069851254,-1.1064601069851254,0,48.61,4.761904762,2.4305,-1.4977405035922904,25,2,2019
A,Yangon,1,0,Electronic accessories,-0.16925592192927427,-0.5167749044806024,-0.4393217426008408,-0.43932174260084084,1,204.76,4.761904762,10.238,-1.3230904662472105,18,3,2019
B,Mandalay,1,0,Electronic accessories,-1.5373871567434363,0.8521652398388743,-0.8028192260578688,-0.8028192260578689,0,119.68,4.761904762,5.984,0.9473600192388287,23,2,2019
A,Yangon,0,1,Electronic accessories,0.6241318021514751,0.5099302037590051,0.8451385703577973,0.845138570357797,2,505.4,4.761904762,25.27,-1.5559571827073173,26,3,2019
A,Yangon,1,0,Sports and travel,-0.5831316694744915,0.5099302037590051,-0.11098627476265771,-0.1109862747626579,0,281.61,4.761904762,14.0805,1.5295268103890953,30,3,2019
